AGENCY_ID,OFFENSE_TYPE_ID,UCR_AGENCY_NAME,COUNTY_NAME,OFFENSE_NAME,INCIDENT_COUNT,COUNTY_CODE
19755,56,TRAVIS,['TRAVIS'],Fondling,2,[227]
19756,56,AUSTIN,"['WILLIAMSON', ' TRAVIS']",Fondling,32,"[246, 227]"
19760,56,UNIV OF TX: AUSTIN,['TRAVIS'],Fondling,1,[227]
19776,56,GILMER,['UPSHUR'],Fondling,1,[230]
19794,56,WALKER,['WALKER'],Fondling,2,[236]
19795,56,HUNTSVILLE,['WALKER'],Fondling,6,[236]
19807,56,WEBB,['WEBB'],Fondling,1,[240]
19808,56,LAREDO,['WEBB'],Fondling,15,[240]
19813,56,WHARTON,['WHARTON'],Fondling,1,[241]
19839,56,CEDAR PARK,"['TRAVIS', ' WILLIAMSON']",Fondling,1,"[227, 246]"
19840,56,LEANDER,"['TRAVIS', ' WILLIAMSON']",Fondling,1,"[227, 246]"
19843,56,WILSON,['WILSON'],Fondling,1,[247]
19853,56,DECATUR,['WISE'],Fondling,1,[249]
19869,56,DALLAS,"['DENTON', ' COLLIN', ' DALLAS']",Fondling,14,"[61, 43, 57]"
19870,56,HOUSTON,"['MONTGOMERY', ' FORT BEND', ' HARRIS']",Fondling,20,"[170, 79, 101]"
19871,56,SAN ANTONIO,"['MEDINA', ' BEXAR']",Fondling,2,"[163, 15]"
27352,56,FATE,['ROCKWALL'],Fondling,1,[199]
18765,8,ARANSAS PASS,"['NUECES', ' ARANSAS', ' SAN PATRICIO']",Pornography/Obscene Material,1,"[178, 4, 205]"
18787,8,SMITHVILLE,['BASTROP'],Pornography/Obscene Material,1,[11]
18792,8,BELL,['BELL'],Pornography/Obscene Material,2,[14]
18798,8,TEMPLE,['BELL'],Pornography/Obscene Material,2,[14]
18802,8,ISD: KILLEEN,['BELL'],Pornography/Obscene Material,1,[14]
18814,8,LEON VALLEY,['BEXAR'],Pornography/Obscene Material,1,[15]
18858,8,PEARLAND,"['FORT BEND', ' HARRIS', ' BRAZORIA']",Pornography/Obscene Material,6,"[79, 101, 20]"
18873,8,COLLEGE STATION,['BRAZOS'],Pornography/Obscene Material,4,[21]
18883,8,BROWNWOOD,['BROWN'],Pornography/Obscene Material,1,[25]
18890,8,MARBLE FALLS,['BURNET'],Pornography/Obscene Material,1,[27]
18899,8,CALHOUN,['CALHOUN'],Pornography/Obscene Material,2,[29]
18909,8,HARLINGEN,['CAMERON'],Pornography/Obscene Material,1,[31]
18912,8,PORT ISABEL,['CAMERON'],Pornography/Obscene Material,1,[31]
18938,8,CHAMBERS,['CHAMBERS'],Pornography/Obscene Material,3,[36]
18939,8,MONT BELVIEU,['CHAMBERS'],Pornography/Obscene Material,1,[36]
18957,8,COLLIN,['COLLIN'],Pornography/Obscene Material,14,[43]
18961,8,FRISCO,"['DENTON', ' COLLIN']",Pornography/Obscene Material,1,"[61, 43]"
18962,8,MCKINNEY,['COLLIN'],Pornography/Obscene Material,2,[43]
18963,8,PLANO,"['DENTON', ' COLLIN']",Pornography/Obscene Material,5,"[61, 43]"
18965,8,WYLIE,"['DALLAS', ' ROCKWALL', ' COLLIN']",Pornography/Obscene Material,1,"[57, 199, 43]"
18979,8,NEW BRAUNFELS,"['GUADALUPE', ' COMAL']",Pornography/Obscene Material,2,"[94, 46]"
18993,8,GATESVILLE,['CORYELL'],Pornography/Obscene Material,2,[50]
19011,8,CARROLLTON,"['COLLIN', ' DALLAS', ' DENTON']",Pornography/Obscene Material,2,"[43, 57, 61]"
19018,8,GARLAND,"['COLLIN', ' DALLAS']",Pornography/Obscene Material,3,"[43, 57]"
19019,8,GRAND PRAIRIE,"['ELLIS', ' TARRANT', ' DALLAS']",Pornography/Obscene Material,2,"[70, 220, 57]"
19022,8,IRVING,['DALLAS'],Pornography/Obscene Material,9,[57]
19025,8,MESQUITE,"['KAUFMAN', ' DALLAS']",Pornography/Obscene Material,2,"[129, 57]"
19026,8,RICHARDSON,"['COLLIN', ' DALLAS']",Pornography/Obscene Material,1,"[43, 57]"
19054,8,DENTON,['DENTON'],Pornography/Obscene Material,7,[61]
19056,8,LEWISVILLE,"['DALLAS', ' DENTON']",Pornography/Obscene Material,1,"[57, 61]"
19098,8,ELLIS,['ELLIS'],Pornography/Obscene Material,1,[70]
19109,8,EL PASO,['EL PASO'],Pornography/Obscene Material,4,[71]
19142,8,FORT BEND,['FORT BEND'],Pornography/Obscene Material,1,[79]
19154,8,FREESTONE,['FREESTONE'],Pornography/Obscene Material,2,[81]
19171,8,LEAGUE CITY,"['HARRIS', ' GALVESTON']",Pornography/Obscene Material,1,"[101, 84]"
19195,8,DENISON,['GRAYSON'],Pornography/Obscene Material,1,[91]
19210,8,WHITE OAK,['GREGG'],Pornography/Obscene Material,2,[92]
19236,8,SOUR LAKE,['HARDIN'],Pornography/Obscene Material,1,[100]
19238,8,HARRIS,['HARRIS'],Pornography/Obscene Material,9,[101]
19239,8,BAYTOWN,"['CHAMBERS', ' HARRIS']",Pornography/Obscene Material,1,"[36, 101]"
19241,8,DEER PARK,['HARRIS'],Pornography/Obscene Material,2,[101]
19271,8,ISD: KLEIN,['HARRIS'],Pornography/Obscene Material,1,[101]
19294,8,KYLE,['HAYS'],Pornography/Obscene Material,1,[105]
19309,8,ALAMO,['HIDALGO'],Pornography/Obscene Material,1,[108]
19317,8,MERCEDES,['HIDALGO'],Pornography/Obscene Material,1,[108]
19325,8,ALTON,['HIDALGO'],Pornography/Obscene Material,1,[108]
19333,8,HILLSBORO,['HILL'],Pornography/Obscene Material,1,[109]
19339,8,LEVELLAND,['HOCKLEY'],Pornography/Obscene Material,1,[110]
19347,8,HOPKINS,['HOPKINS'],Pornography/Obscene Material,9,[112]
19377,8,JASPER,['JASPER'],Pornography/Obscene Material,2,[121]
19409,8,KAUFMAN,['KAUFMAN'],Pornography/Obscene Material,3,[129]
19413,8,TERRELL,['KAUFMAN'],Pornography/Obscene Material,1,[129]
19416,8,KENDALL,['KENDALL'],Pornography/Obscene Material,1,[130]
19435,8,PARIS,['LAMAR'],Pornography/Obscene Material,1,[139]
19444,8,LAMPASAS,['LAMPASAS'],Pornography/Obscene Material,2,[141]
19452,8,LEE,['LEE'],Pornography/Obscene Material,1,[144]
19474,8,LUBBOCK,['LUBBOCK'],Pornography/Obscene Material,4,[152]
19498,8,WACO,['MCLENNAN'],Pornography/Obscene Material,2,[155]
19531,8,ROCKDALE,['MILAM'],Pornography/Obscene Material,1,[166]
19541,8,CONROE,['MONTGOMERY'],Pornography/Obscene Material,6,[170]
19551,8,ISD: CONROE,['MONTGOMERY'],Pornography/Obscene Material,4,[170]
19566,8,CORSICANA,['NAVARRO'],Pornography/Obscene Material,1,[175]
19574,8,CORPUS CHRISTI,['NUECES'],Pornography/Obscene Material,1,[178]
19606,8,LIVINGSTON,['POLK'],Pornography/Obscene Material,1,[187]
19610,8,AMARILLO,"['RANDALL', ' POTTER']",Pornography/Obscene Material,3,"[191, 188]"
19620,8,WEST TX A&M UNIVERSITY,['RANDALL'],Pornography/Obscene Material,1,[191]
19637,8,ROCKWALL,['ROCKWALL'],Pornography/Obscene Material,4,[199]
19644,8,RUSK,['RUSK'],Pornography/Obscene Material,1,[201]
19651,8,SAN AUGUSTINE,['SAN AUGUSTINE'],Pornography/Obscene Material,1,[203]
19657,8,PORTLAND,['SAN PATRICIO'],Pornography/Obscene Material,3,[205]
19678,8,TYLER,['SMITH'],Pornography/Obscene Material,2,[212]
19700,8,TARRANT,['TARRANT'],Pornography/Obscene Material,1,[220]
19701,8,ARLINGTON,['TARRANT'],Pornography/Obscene Material,3,[220]
19711,8,FORT WORTH,"['PARKER', ' DENTON', ' TARRANT']",Pornography/Obscene Material,6,"[184, 61, 220]"
19724,8,WATAUGA,['TARRANT'],Pornography/Obscene Material,1,[220]
19735,8,COLLEYVILLE,['TARRANT'],Pornography/Obscene Material,2,[220]
19740,8,ABILENE,"['JONES', ' TAYLOR']",Pornography/Obscene Material,32,"[127, 221]"
19755,8,TRAVIS,['TRAVIS'],Pornography/Obscene Material,1,[227]
19756,8,AUSTIN,"['WILLIAMSON', ' TRAVIS']",Pornography/Obscene Material,10,"[246, 227]"
19757,8,MANOR,['TRAVIS'],Pornography/Obscene Material,1,[227]
19762,8,LAKEWAY,['TRAVIS'],Pornography/Obscene Material,1,[227]
19764,8,LAGO VISTA,['TRAVIS'],Pornography/Obscene Material,1,[227]
19795,8,HUNTSVILLE,['WALKER'],Pornography/Obscene Material,2,[236]
19808,8,LAREDO,['WEBB'],Pornography/Obscene Material,9,[240]
19814,8,EL CAMPO,['WHARTON'],Pornography/Obscene Material,1,[241]
19833,8,GEORGETOWN,['WILLIAMSON'],Pornography/Obscene Material,1,[246]
19853,8,DECATUR,['WISE'],Pornography/Obscene Material,4,[249]
19863,8,GRAHAM,['YOUNG'],Pornography/Obscene Material,1,[252]
19869,8,DALLAS,"['DENTON', ' COLLIN', ' DALLAS']",Pornography/Obscene Material,4,"[61, 43, 57]"
19870,8,HOUSTON,"['MONTGOMERY', ' FORT BEND', ' HARRIS']",Pornography/Obscene Material,13,"[170, 79, 101]"
19871,8,SAN ANTONIO,"['MEDINA', ' BEXAR']",Pornography/Obscene Material,1,"[163, 15]"
28934,8,ISD: ROMA,['STARR'],Pornography/Obscene Material,1,[214]
18792,30,BELL,['BELL'],Prostitution,6,[14]
18796,30,KILLEEN,['BELL'],Prostitution,2,[14]
18798,30,TEMPLE,['BELL'],Prostitution,1,[14]
18873,30,COLLEGE STATION,['BRAZOS'],Prostitution,1,[21]
18961,30,FRISCO,"['DENTON', ' COLLIN']",Prostitution,2,"[61, 43]"
18962,30,MCKINNEY,['COLLIN'],Prostitution,2,[43]
18963,30,PLANO,"['DENTON', ' COLLIN']",Prostitution,6,"[61, 43]"
18979,30,NEW BRAUNFELS,"['GUADALUPE', ' COMAL']",Prostitution,2,"[94, 46]"
19018,30,GARLAND,"['COLLIN', ' DALLAS']",Prostitution,1,"[43, 57]"
19026,30,RICHARDSON,"['COLLIN', ' DALLAS']",Prostitution,12,"[43, 57]"
19142,30,FORT BEND,['FORT BEND'],Prostitution,1,[79]
19143,30,MISSOURI CITY,"['HARRIS', ' FORT BEND']",Prostitution,3,"[101, 79]"
19166,30,FRIENDSWOOD,"['HARRIS', ' GALVESTON']",Prostitution,1,"[101, 84]"
19167,30,GALVESTON,['GALVESTON'],Prostitution,1,[84]
19192,30,PAMPA,['GRAY'],Prostitution,2,[90]
19209,30,LONGVIEW,"['HARRISON', ' GREGG']",Prostitution,1,"[102, 92]"
19238,30,HARRIS,['HARRIS'],Prostitution,9,[101]
19241,30,DEER PARK,['HARRIS'],Prostitution,1,[101]
19247,30,LA PORTE,['HARRIS'],Prostitution,1,[101]
19249,30,SEABROOK,['HARRIS'],Prostitution,3,[101]
19294,30,KYLE,['HAYS'],Prostitution,1,[105]
19347,30,HOPKINS,['HOPKINS'],Prostitution,1,[112]
19381,30,BEAUMONT,['JEFFERSON'],Prostitution,21,[123]
19474,30,LUBBOCK,['LUBBOCK'],Prostitution,32,[152]
19488,30,MCLENNAN,['MCLENNAN'],Prostitution,5,[155]
19541,30,CONROE,['MONTGOMERY'],Prostitution,1,[170]
19563,30,NACOGDOCHES,['NACOGDOCHES'],Prostitution,1,[174]
19566,30,CORSICANA,['NAVARRO'],Prostitution,1,[175]
19574,30,CORPUS CHRISTI,['NUECES'],Prostitution,36,[178]
19610,30,AMARILLO,"['RANDALL', ' POTTER']",Prostitution,1,"[191, 188]"
19701,30,ARLINGTON,['TARRANT'],Prostitution,4,[220]
19711,30,FORT WORTH,"['PARKER', ' DENTON', ' TARRANT']",Prostitution,20,"[184, 61, 220]"
19719,30,NORTH RICHLAND HILLS,['TARRANT'],Prostitution,2,[220]
19756,30,AUSTIN,"['WILLIAMSON', ' TRAVIS']",Prostitution,32,"[246, 227]"
19793,30,VICTORIA,['VICTORIA'],Prostitution,3,[235]
19805,30,BRENHAM,['WASHINGTON'],Prostitution,1,[239]
19808,30,LAREDO,['WEBB'],Prostitution,4,[240]
19852,30,BRIDGEPORT,['WISE'],Prostitution,1,[249]
19869,30,DALLAS,"['DENTON', ' COLLIN', ' DALLAS']",Prostitution,375,"[61, 43, 57]"
19870,30,HOUSTON,"['MONTGOMERY', ' FORT BEND', ' HARRIS']",Prostitution,335,"[170, 79, 101]"
19871,30,SAN ANTONIO,"['MEDINA', ' BEXAR']",Prostitution,48,"[163, 15]"
18798,4,TEMPLE,['BELL'],Sexual Assault With An Object,1,[14]
18848,4,WAKE VILLAGE,['BOWIE'],Sexual Assault With An Object,1,[19]
18873,4,COLLEGE STATION,['BRAZOS'],Sexual Assault With An Object,1,[21]
18881,4,BROWN,['BROWN'],Sexual Assault With An Object,2,[25]
18889,4,BURNET,['BURNET'],Sexual Assault With An Object,1,[27]
18907,4,BROWNSVILLE,['CAMERON'],Sexual Assault With An Object,2,[31]
18914,4,RIO HONDO,['CAMERON'],Sexual Assault With An Object,1,[31]
18925,4,CAMP,['CAMP'],Sexual Assault With An Object,1,[32]
18938,4,CHAMBERS,['CHAMBERS'],Sexual Assault With An Object,1,[36]
18961,4,FRISCO,"['DENTON', ' COLLIN']",Sexual Assault With An Object,1,"[61, 43]"
18962,4,MCKINNEY,['COLLIN'],Sexual Assault With An Object,1,[43]
18963,4,PLANO,"['DENTON', ' COLLIN']",Sexual Assault With An Object,4,"[61, 43]"
18988,4,GAINESVILLE,['COOKE'],Sexual Assault With An Object,1,[49]
19025,4,MESQUITE,"['KAUFMAN', ' DALLAS']",Sexual Assault With An Object,2,"[129, 57]"
19026,4,RICHARDSON,"['COLLIN', ' DALLAS']",Sexual Assault With An Object,2,"[43, 57]"
19054,4,DENTON,['DENTON'],Sexual Assault With An Object,1,[61]
19056,4,LEWISVILLE,"['DALLAS', ' DENTON']",Sexual Assault With An Object,3,"[57, 61]"
19064,4,THE COLONY,['DENTON'],Sexual Assault With An Object,1,[61]
19144,4,RICHMOND,['FORT BEND'],Sexual Assault With An Object,2,[79]
19197,4,SHERMAN,['GRAYSON'],Sexual Assault With An Object,1,[91]
19208,4,KILGORE,"['RUSK', ' GREGG']",Sexual Assault With An Object,1,"[201, 92]"
19238,4,HARRIS,['HARRIS'],Sexual Assault With An Object,2,[101]
19292,4,SAN MARCOS,"['CALDWELL', ' HAYS']",Sexual Assault With An Object,1,"[28, 105]"
19333,4,HILLSBORO,['HILL'],Sexual Assault With An Object,1,[109]
19347,4,HOPKINS,['HOPKINS'],Sexual Assault With An Object,1,[112]
19411,4,KAUFMAN,['KAUFMAN'],Sexual Assault With An Object,2,[129]
19463,4,MEXIA,['LIMESTONE'],Sexual Assault With An Object,1,[147]
19540,4,MONTGOMERY,['MONTGOMERY'],Sexual Assault With An Object,1,[170]
19605,4,POLK,['POLK'],Sexual Assault With An Object,4,[187]
19610,4,AMARILLO,"['RANDALL', ' POTTER']",Sexual Assault With An Object,9,"[191, 188]"
19712,4,GRAPEVINE,['TARRANT'],Sexual Assault With An Object,2,[220]
19735,4,COLLEYVILLE,['TARRANT'],Sexual Assault With An Object,1,[220]
19738,4,HOS DIST: TARRANT COUNTY,['TARRANT'],Sexual Assault With An Object,1,[220]
19756,4,AUSTIN,"['WILLIAMSON', ' TRAVIS']",Sexual Assault With An Object,12,"[246, 227]"
19802,4,WARD,['WARD'],Sexual Assault With An Object,1,[238]
19822,4,WICHITA FALLS,['WICHITA'],Sexual Assault With An Object,1,[243]
19825,4,VERNON,['WILBARGER'],Sexual Assault With An Object,1,[244]
19831,4,WILLIAMSON,['WILLIAMSON'],Sexual Assault With An Object,1,[246]
19833,4,GEORGETOWN,['WILLIAMSON'],Sexual Assault With An Object,3,[246]
19851,4,WISE,['WISE'],Sexual Assault With An Object,1,[249]
18798,43,TEMPLE,['BELL'],Sodomy,2,[14]
18806,43,BEXAR,['BEXAR'],Sodomy,1,[15]
18888,43,BURNET,['BURNET'],Sodomy,1,[27]
18907,43,BROWNSVILLE,['CAMERON'],Sodomy,3,[31]
18961,43,FRISCO,"['DENTON', ' COLLIN']",Sodomy,2,"[61, 43]"
18962,43,MCKINNEY,['COLLIN'],Sodomy,1,[43]
18963,43,PLANO,"['DENTON', ' COLLIN']",Sodomy,8,"[61, 43]"
18979,43,NEW BRAUNFELS,"['GUADALUPE', ' COMAL']",Sodomy,1,"[94, 46]"
18988,43,GAINESVILLE,['COOKE'],Sodomy,1,[49]
19007,43,DALHART,"['HARTLEY', ' DALLAM']",Sodomy,1,"[103, 56]"
19009,43,ADDISON,['DALLAS'],Sodomy,1,[57]
19015,43,DESOTO,['DALLAS'],Sodomy,1,[57]
19022,43,IRVING,['DALLAS'],Sodomy,2,[57]
19025,43,MESQUITE,"['KAUFMAN', ' DALLAS']",Sodomy,5,"[129, 57]"
19026,43,RICHARDSON,"['COLLIN', ' DALLAS']",Sodomy,1,"[43, 57]"
19061,43,FLOWER MOUND,"['TARRANT', ' DENTON']",Sodomy,1,"[220, 61]"
19083,43,DUVAL,['DUVAL'],Sodomy,1,[66]
19109,43,EL PASO,['EL PASO'],Sodomy,2,[71]
19209,43,LONGVIEW,"['HARRISON', ' GREGG']",Sodomy,2,"[102, 92]"
19308,43,HIDALGO,['HIDALGO'],Sodomy,1,[108]
19332,43,HILL,['HILL'],Sodomy,1,[109]
19368,43,BORGER,['HUTCHINSON'],Sodomy,1,[117]
19381,43,BEAUMONT,['JEFFERSON'],Sodomy,2,[123]
19488,43,MCLENNAN,['MCLENNAN'],Sodomy,2,[155]
19491,43,HEWITT,['MCLENNAN'],Sodomy,1,[155]
19520,43,MEDINA,['MEDINA'],Sodomy,1,[163]
19540,43,MONTGOMERY,['MONTGOMERY'],Sodomy,3,[170]
19541,43,CONROE,['MONTGOMERY'],Sodomy,2,[170]
19562,43,NACOGDOCHES,['NACOGDOCHES'],Sodomy,1,[174]
19574,43,CORPUS CHRISTI,['NUECES'],Sodomy,1,[178]
19605,43,POLK,['POLK'],Sodomy,1,[187]
19610,43,AMARILLO,"['RANDALL', ' POTTER']",Sodomy,1,"[191, 188]"
19637,43,ROCKWALL,['ROCKWALL'],Sodomy,1,[199]
19651,43,SAN AUGUSTINE,['SAN AUGUSTINE'],Sodomy,2,[203]
19711,43,FORT WORTH,"['PARKER', ' DENTON', ' TARRANT']",Sodomy,1,"[184, 61, 220]"
19724,43,WATAUGA,['TARRANT'],Sodomy,1,[220]
19728,43,KELLER,['TARRANT'],Sodomy,1,[220]
19752,43,SAN ANGELO,['TOM GREEN'],Sodomy,1,[226]
19756,43,AUSTIN,"['WILLIAMSON', ' TRAVIS']",Sodomy,1,"[246, 227]"
19757,43,MANOR,['TRAVIS'],Sodomy,1,[227]
19795,43,HUNTSVILLE,['WALKER'],Sodomy,1,[236]
19805,43,BRENHAM,['WASHINGTON'],Sodomy,1,[239]
19808,43,LAREDO,['WEBB'],Sodomy,1,[240]
19814,43,EL CAMPO,['WHARTON'],Sodomy,1,[241]
19822,43,WICHITA FALLS,['WICHITA'],Sodomy,2,[243]
19833,43,GEORGETOWN,['WILLIAMSON'],Sodomy,2,[246]
19844,43,FLORESVILLE,['WILSON'],Sodomy,1,[247]
19862,43,YOUNG,['YOUNG'],Sodomy,1,[252]
19869,43,DALLAS,"['DENTON', ' COLLIN', ' DALLAS']",Sodomy,3,"[61, 43, 57]"
18798,61,TEMPLE,['BELL'],Purchasing Prostitution,13,[14]
19171,61,LEAGUE CITY,"['HARRIS', ' GALVESTON']",Purchasing Prostitution,1,"[101, 84]"
19294,61,KYLE,['HAYS'],Purchasing Prostitution,1,[105]
19711,61,FORT WORTH,"['PARKER', ' DENTON', ' TARRANT']",Purchasing Prostitution,19,"[184, 61, 220]"
19822,61,WICHITA FALLS,['WICHITA'],Purchasing Prostitution,1,[243]
19869,61,DALLAS,"['DENTON', ' COLLIN', ' DALLAS']",Purchasing Prostitution,43,"[61, 43, 57]"
18872,15,BRYAN,['BRAZOS'],Assisting or Promoting Prostitution,1,[21]
18938,15,CHAMBERS,['CHAMBERS'],Assisting or Promoting Prostitution,1,[36]
19143,15,MISSOURI CITY,"['HARRIS', ' FORT BEND']",Assisting or Promoting Prostitution,2,"[101, 79]"
19238,15,HARRIS,['HARRIS'],Assisting or Promoting Prostitution,4,[101]
19474,15,LUBBOCK,['LUBBOCK'],Assisting or Promoting Prostitution,31,[152]
19488,15,MCLENNAN,['MCLENNAN'],Assisting or Promoting Prostitution,10,[155]
19489,15,BELLMEAD,['MCLENNAN'],Assisting or Promoting Prostitution,1,[155]
19574,15,CORPUS CHRISTI,['NUECES'],Assisting or Promoting Prostitution,26,[178]
19711,15,FORT WORTH,"['PARKER', ' DENTON', ' TARRANT']",Assisting or Promoting Prostitution,2,"[184, 61, 220]"
19740,15,ABILENE,"['JONES', ' TAYLOR']",Assisting or Promoting Prostitution,4,"[127, 221]"
19808,15,LAREDO,['WEBB'],Assisting or Promoting Prostitution,1,[240]
19869,15,DALLAS,"['DENTON', ' COLLIN', ' DALLAS']",Assisting or Promoting Prostitution,4,"[61, 43, 57]"
19870,15,HOUSTON,"['MONTGOMERY', ' FORT BEND', ' HARRIS']",Assisting or Promoting Prostitution,36,"[170, 79, 101]"
19333,55,HILLSBORO,['HILL'],Incest,1,[109]
19468,55,LLANO,['LLANO'],Incest,1,[150]
19498,55,WACO,['MCLENNAN'],Incest,1,[155]
19564,55,STEPHEN F. AUSTIN ST UNI,['NACOGDOCHES'],Incest,1,[174]
19711,55,FORT WORTH,"['PARKER', ' DENTON', ' TARRANT']",Incest,2,"[184, 61, 220]"
19756,55,AUSTIN,"['WILLIAMSON', ' TRAVIS']",Incest,1,"[246, 227]"
19825,55,VERNON,['WILBARGER'],Incest,1,[244]
19870,55,HOUSTON,"['MONTGOMERY', ' FORT BEND', ' HARRIS']",Incest,1,"[170, 79, 101]"
19498,33,WACO,['MCLENNAN'],Peeping Tom,2,[155]
19752,33,SAN ANGELO,['TOM GREEN'],Peeping Tom,1,[226]
